graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.32653061224489793,sequential_llama3.1-70b,
0.0,avg_clustering_coef,0.7656059179868305,sequential_llama3.1-70b,
0.0,prop_nodes_lcc,0.52,sequential_llama3.1-70b,
0.0,radius,0.30692767643013485,sequential_llama3.1-70b,
0.0,diameter,0.6138553528602697,sequential_llama3.1-70b,
0.0,avg_shortest_path,0.39570060438223537,sequential_llama3.1-70b,
0.0,modularity,0.4879875,sequential_llama3.1-70b,
1.0,density,0.32,sequential_llama3.1-70b,
1.0,avg_clustering_coef,0.7663103564149466,sequential_llama3.1-70b,
1.0,prop_nodes_lcc,1.0,sequential_llama3.1-70b,
1.0,radius,0.7668666559059943,sequential_llama3.1-70b,
1.0,diameter,1.5337333118119887,sequential_llama3.1-70b,
1.0,avg_shortest_path,0.6568969340930804,sequential_llama3.1-70b,
1.0,modularity,0.49736763327780087,sequential_llama3.1-70b,
2.0,density,0.3346938775510204,sequential_llama3.1-70b,
2.0,avg_clustering_coef,0.7983057782841735,sequential_llama3.1-70b,
2.0,prop_nodes_lcc,1.0,sequential_llama3.1-70b,
2.0,radius,0.7668666559059943,sequential_llama3.1-70b,
2.0,diameter,1.2781110931766573,sequential_llama3.1-70b,
2.0,avg_shortest_path,0.6013903951894083,sequential_llama3.1-70b,
2.0,modularity,0.497558001189768,sequential_llama3.1-70b,
3.0,density,0.27346938775510204,sequential_llama3.1-70b,
3.0,avg_clustering_coef,0.7029938333080747,sequential_llama3.1-70b,
3.0,prop_nodes_lcc,1.0,sequential_llama3.1-70b,
3.0,radius,0.7668666559059943,sequential_llama3.1-70b,
3.0,diameter,1.0224888745413259,sequential_llama3.1-70b,
3.0,avg_shortest_path,0.5846966992785295,sequential_llama3.1-70b,
3.0,modularity,0.4902829137892627,sequential_llama3.1-70b,
4.0,density,0.27591836734693875,sequential_llama3.1-70b,
4.0,avg_clustering_coef,0.6959622434668876,sequential_llama3.1-70b,
4.0,prop_nodes_lcc,0.52,sequential_llama3.1-70b,
4.0,radius,0.6138553528602697,sequential_llama3.1-70b,
4.0,diameter,0.9207830292904046,sequential_llama3.1-70b,
4.0,avg_shortest_path,0.44292024690994847,sequential_llama3.1-70b,
4.0,modularity,0.49606106228773506,sequential_llama3.1-70b,
5.0,density,0.28653061224489795,sequential_llama3.1-70b,
5.0,avg_clustering_coef,0.7095943368636867,sequential_llama3.1-70b,
5.0,prop_nodes_lcc,1.0,sequential_llama3.1-70b,
5.0,radius,0.7668666559059943,sequential_llama3.1-70b,
5.0,diameter,1.2781110931766573,sequential_llama3.1-70b,
5.0,avg_shortest_path,0.6794334235727667,sequential_llama3.1-70b,
5.0,modularity,0.48052775545653037,sequential_llama3.1-70b,
6.0,density,0.26285714285714284,sequential_llama3.1-70b,
6.0,avg_clustering_coef,0.6983257476957166,sequential_llama3.1-70b,
6.0,prop_nodes_lcc,1.0,sequential_llama3.1-70b,
6.0,radius,0.7668666559059943,sequential_llama3.1-70b,
6.0,diameter,1.5337333118119887,sequential_llama3.1-70b,
6.0,avg_shortest_path,0.7230457041399376,sequential_llama3.1-70b,
6.0,modularity,0.48955962347131665,sequential_llama3.1-70b,
7.0,density,0.28653061224489795,sequential_llama3.1-70b,
7.0,avg_clustering_coef,0.7418488934750208,sequential_llama3.1-70b,
7.0,prop_nodes_lcc,0.52,sequential_llama3.1-70b,
7.0,radius,0.6138553528602697,sequential_llama3.1-70b,
7.0,diameter,0.6138553528602697,sequential_llama3.1-70b,
7.0,avg_shortest_path,0.39947817578445244,sequential_llama3.1-70b,
7.0,modularity,0.4569443429842289,sequential_llama3.1-70b,
